,user_name,user_location,user_description,user_verified,date,text,hashtags,source
54,Yahoo Finance,"New York, NY","The world’s biggest business news platform: https://t.co/EhQ75nXob3 Get the free Yahoo Finance app and subscribe to our morning newsletter, the Morning Brief ⬇️",True,2022-06-30 06:42:27+00:00,"Tesla reportedly lays off 200 in Autopilot unit, shutters San Mateo office https://t.co/sYEHwOvJkp by @Pras_S https://t.co/OdYckAGzl5",,SocialFlow
55,Andrew Southern,,Easy,False,2022-06-30 06:42:21+00:00,"@walkdogsapp: Article on @YahooFinance 

We are excited to announce that an article about Walk Dogs has been published on @YahooFinance…",,Twitter for iPhone
56,RevBruceJ,,"Life Path Ministries, Founder 
Podcast https://t.co/nffmTdF7Om
YouTube https://t.co/f6kIUkQqma
Instagram https://t.co/amejMzj5hu",False,2022-06-30 06:40:29+00:00,"Systemic racism and #success  spoken about openly by @NFL @TroyVincentSr @YahooFinance 
https://t.co/oalj9GaJkI",['success'],Twitter Web App
57,سلطان الغزواني,,((. عاطفي بالفطرة .)) قف دون رأيك في الحياة مجاهدا إن الحياة عقيدة وجهاد⚖️,False,2022-06-30 06:34:12+00:00,"@elerianm: From @serwer:
""I’ve covered the #markets and the #economy for four decades, and I can’t recall a time when more people—or at…","['markets', 'economy']",Twitter for iPhone
58,Patriot,Paris,"Patriot. I read, I analyze and I think.",False,2022-06-30 06:29:52+00:00,"@TimmerFidelity @YahooFinance @BrianSozzi @juleshyman @thebradsmith The US mkt is tilted toward growthy names which will prove to be resilient even in a slowing economy. Based on our projections, growthier part of mkt is cheaper than it was in 2008 and March 2020.",,Twitter for Android
59,Chef_Master_D,"California, USA",In Lak’ech #PainWarrior 7 Years in Remisson 😎🥰 🦍💎🤲🏼 LFG. NFA,False,2022-06-30 06:22:40+00:00,Housing bubble about to pop https://t.co/JQu5DNVahT,,Twitter for iPhone
60,Yahoo Finance,"New York, NY","The world’s biggest business news platform: https://t.co/EhQ75nXob3 Get the free Yahoo Finance app and subscribe to our morning newsletter, the Morning Brief ⬇️",True,2022-06-30 06:22:11+00:00,"Housing: ‘We’re at a tipping point’ for home prices, economist says https://t.co/Ytx31JsVVn by @__gabriellacruz https://t.co/j9MhClyLm8",,SocialFlow
61,Muhammad Zubair,,Analysis skills,False,2022-06-30 06:15:47+00:00,Crypto billionaire Sam Bankman-Fried says more exchanges will fail as the industry faces a brutal downturn https://t.co/InZluQYvxZ via @YahooFinance,,Twitter Web App
62,Chef_Master_D,"California, USA",In Lak’ech #PainWarrior 7 Years in Remisson 😎🥰 🦍💎🤲🏼 LFG. NFA,False,2022-06-30 06:13:32+00:00,@YahooFinance: Over 36 million children may lose food aid this week https://t.co/XRYwTHJaCQ by @__gabriellacruz https://t.co/o66VUQow79,,Twitter for iPhone
63,Cascadian Timberwolf 🏔🌲,United States,"Progressively minded Independent seeking truth, justice, and a balanced economy with equity and equality. 
#TaxTheRich",False,2022-06-30 06:06:35+00:00,@YahooFinance @daniromerotv White Hot was a great documentary,,Twitter for Android
64,COMEDY,,I GIVE INFORMATION THROUGH COMEDY,False,2022-06-30 06:03:16+00:00,@YahooFinance: Over 36 million children may lose food aid this week https://t.co/XRYwTHJaCQ by @__gabriellacruz https://t.co/o66VUQow79,,Twitter for iPhone
65,Yahoo Finance,"New York, NY","The world’s biggest business news platform: https://t.co/EhQ75nXob3 Get the free Yahoo Finance app and subscribe to our morning newsletter, the Morning Brief ⬇️",True,2022-06-30 06:01:48+00:00,Over 36 million children may lose food aid this week https://t.co/XRYwTHJaCQ by @__gabriellacruz https://t.co/o66VUQow79,,SocialFlow
66,Adonis Cartel,,,False,2022-06-30 05:48:59+00:00,@YahooFinance: America's tech giants have a new responsibility in the post-Roe world https://t.co/jAL4en9ET6 by @DanielHowley https://t.…,,Twitter for Android
67,Marcia S Newman,"New Mexico, USA","Stock Market, Legal, Political, Lifestyle and Personal News
Tweets/Retweet/Likes are not advice or recommendations",False,2022-06-30 05:46:02+00:00,‘Simply Outrageous:’ EY Hit With $100 Million Fine After Audit Employees Cheat on CPA Ethics Exam https://t.co/07XskKhCFf via @YahooFinance,,Twitter Web App
68,Marcia S Newman,"New Mexico, USA","Stock Market, Legal, Political, Lifestyle and Personal News
Tweets/Retweet/Likes are not advice or recommendations",False,2022-06-30 05:43:30+00:00,@YahooFinance: .@Jenniferisms discusses Ernst &amp; Young’s $100 million SEC fine over aiding auditors in efforts to cheat on the ethics sec…,,Twitter Web App
69,Sandy Lucas,GuangZhou,"Amateur artist in #NFT 🎨. Doing things at my own pace. 
超级无敌新人，嗷嗷待割小韭菜",False,2022-06-30 05:42:23+00:00,"@gannonbreslin: Mama I made it! @YahooFinance 

 https://t.co/tyCnIhaPBO",,Twitter Web App
70,Crypto Intelligence,London,"Crypto Intelligence is a London-based blockchain and crypto news site, providing investors and executives with leading analysis and market intelligence.",False,2022-06-30 05:40:38+00:00,"@binance: .@cz_binance is live on @YahooFinance!

Tune-in ➡️ https://t.co/PU3N5oWUs7 https://t.co/IXlQb3nn6L",,Twitter for iPhone
71,Yahoo Finance,"New York, NY","The world’s biggest business news platform: https://t.co/EhQ75nXob3 Get the free Yahoo Finance app and subscribe to our morning newsletter, the Morning Brief ⬇️",True,2022-06-30 05:38:41+00:00,"America is slowly forgetting Abercrombie &amp; Fitch, survey shows https://t.co/X7EA7V8F2o by @daniromerotv https://t.co/prjiG8F2RT",,SocialFlow
72,Priyadarshini,,Tycoonstory is the largest Online Network for Entrepreneurs & Startups.,False,2022-06-30 05:34:38+00:00,"@TycoonStoryCo: How to Choose the Correct Analyst Tool for Your Investment: 

https://t.co/p1yarCxZLK

@YahooFinance @Investopedia @wall…",,Twitter Web App
73,Speak The Politic,,"I invest in progressive, intelligent companies. Strongly dislike @gurgavin a paper trader pump & dump scammer wrecking good stocks. Prisms mine. Not my Bugg.",False,2022-06-30 05:32:16+00:00,"@KendallP97 @leslie_stjames @YahooFinance @HindenburgRes I'm literally not caring. Your OCD is bizarre. It's good to see you finally felt shame for putting everything in quotes. So the conflict is with your Asperger's. You literally jump at my will, and for my attention.",,Twitter Web App
74,ACEMAXX ANALYTICS,Zurich,Senior Economist - @HSG_Alumni,False,2022-06-30 05:31:46+00:00,"#Fed Funds Rate, chart @YahooFinance  https://t.co/unl36G5xiI https://t.co/nGy2iAalzX",['Fed'],Twitter Web App
75,Speak The Politic,,"I invest in progressive, intelligent companies. Strongly dislike @gurgavin a paper trader pump & dump scammer wrecking good stocks. Prisms mine. Not my Bugg.",False,2022-06-30 05:29:22+00:00,@leslie_stjames @KendallP97 @YahooFinance @HindenburgRes You have an IQ in the low 110's. Likely 112. Please confirm or deny.,,Twitter Web App
76,NshowNFT - 🦅TuruGlobal 🌍,Metaverse,"#NFT *Arabian Nights*
Special Edition Raider Arabian Camel #AC ❤️🐪 #492 #2717 #7595 #9688 #3593 #10801...not enough 😁 #OkayBearsYC 🍯🐻⚓️🛥 #Zunkz #0xMAYC",False,2022-06-30 05:25:46+00:00,"@ArabianCamels: In case you missed seeing #ArabianCamels on #YahooFinance: https://t.co/NgT5WsbJyp 

#AntaraMovieNFT 1 #ETH
https://t.co…","['ArabianCamels', 'YahooFinance', 'AntaraMovieNFT', 'ETH']",Twitter for Android
77,bgkimin,서울,"""서두르지 않고... 그러나 쉬지 않고""

What do you think?",False,2022-06-30 05:24:34+00:00,Germany seizes three Gazprom tankers in new blow for Putin - live updates https://t.co/qOAOl1WhKA 출처 @YahooFinance,,Twitter Web App
78,Mohit Kandhari,,,False,2022-06-30 05:21:29+00:00,"@YahooFinance: “Inflation is a very serious subject,” Berkshire Hathaway Vice Chairman &amp; Daily Journal Chairman Charlie Munger says. “Yo…",,Twitter for Android
79,Philip Aruldas,"Chennai, Tamil Nadu",Passionately curious,False,2022-06-30 05:20:46+00:00,@YahooFinance wrong info https://t.co/KuIiKWIKv5,,Twitter for iPhone
80,Yahoo Finance,"New York, NY","The world’s biggest business news platform: https://t.co/EhQ75nXob3 Get the free Yahoo Finance app and subscribe to our morning newsletter, the Morning Brief ⬇️",True,2022-06-30 05:18:11+00:00,America's tech giants have a new responsibility in the post-Roe world https://t.co/jAL4en9ET6 by @DanielHowley https://t.co/tfEGWtickl,,SocialFlow
81,WallStreetNewsNetwork & stockerblog,California,Info on #stocks #bonds #realestate #investments #stockmarket #gold #startups #bitcoin #cryptocurrency https://t.co/L6bQDZg25R No recommendations are expressed or implied.,False,2022-06-30 05:06:39+00:00,Apple celebrates 15-year anniversary of the iPhone https://t.co/PK2tByGlg6 via @YahooFinance $AAPL,,Twitter Web App
82,⬣ CristinaHype ⬣," Av.de Paris Vincennes, France",RICHARD HEART MAXI,False,2022-06-30 05:03:54+00:00,Are we awake yet https://t.co/gyQjlS0Cjx,,Twitter for iPad
83,Angel smart,,Am girl,False,2022-06-30 05:00:27+00:00,@YahooFinance @daniromerotv Hello i want to join your group,,Twitter for Android
84,陽南于叱犬伊郎,"Roma, Lazio (大秦，拂菻)","studente, fancazzista, timido. / 로마대학생, 영화 보기와 한국음식 먹길 좋아합니다. 또 한문배우기 재미있는 일이라고 생각합니다... 吾非能善書漢文而諸可以學",False,2022-06-30 04:58:54+00:00,@YahooFinance: The risky plan to block Russia’s oil revenue https://t.co/p63Eds5Mke by @rickjnewman https://t.co/OOX6qIQ4j7,,Twitter Web App
85,Yahoo Finance,"New York, NY","The world’s biggest business news platform: https://t.co/EhQ75nXob3 Get the free Yahoo Finance app and subscribe to our morning newsletter, the Morning Brief ⬇️",True,2022-06-30 04:57:28+00:00,The risky plan to block Russia’s oil revenue https://t.co/p63Eds5Mke by @rickjnewman https://t.co/OOX6qIQ4j7,,SocialFlow
86,Island Life,"Honolulu, HI","Diver, Golfer, Biker, Food Explorer, Surfer, Boggie Boarder, Entrepreneur",False,2022-06-30 04:52:42+00:00,"@YahooFinance How we gonna Explain a higher bid from a bigger Airline?  

Back to the drawing board to concoct something.  Should be call our GOP friends?",,Twitter for iPhone
87,R. Vidal,United States,"Owner & Investor #VGM 
Mets or death!",False,2022-06-30 04:47:43+00:00,Got to get them rates fixed https://t.co/JwGvDKLXJ1,,Twitter for Android
88,R. Vidal,United States,"Owner & Investor #VGM 
Mets or death!",False,2022-06-30 04:44:02+00:00,Flying Spirit like taking the China bus lol only New Yorkers can relate https://t.co/cjMlLAe4CE,,Twitter for Android
89,AKB🇺🇸,"Beverly Hills, CA","America 🇺🇸 First. Entrepreneur, Real estate, Stocks. My tweets are just my own opinion. Make your own financial decisions. I am not a financial advisor.",False,2022-06-30 04:42:01+00:00,$MULN No#5 trending ticker on @YahooFinance https://t.co/xRIiIsKkqG,,Twitter for iPhone
90,Roshan,,,False,2022-06-30 04:36:04+00:00,@pykevision: Michael Saylor’s MicroStrategy doubles down on Bitcoin bet with new $10 million purchase https://t.co/jl63zcmLo6 via @Yahoo…,,Twitter for iPhone
91,African Artists Associations,,what makes us human is the Love we have for humanity,False,2022-06-30 04:34:05+00:00,"@HpBikita: ""The First-Ever NFT Creative Competition 2022: The Winners"" via @YahooFinance

Trending #bitcoin news with frequent shares an…",['bitcoin'],Twitter for Android
92,African Artists Associations,,what makes us human is the Love we have for humanity,False,2022-06-30 04:34:00+00:00,"""The First-Ever NFT Creative Competition 2022: The Winners"" via @YahooFinance

Trending #bitcoin news with frequent shares and strong engagement across social media.

Social Insights: https://t.co/7mSWRYLxZF $btc

Source👇https://t.co/4KQ7I31Vdz",['bitcoin'],Twitter for Android
93,Yahoo Finance,"New York, NY","The world’s biggest business news platform: https://t.co/EhQ75nXob3 Get the free Yahoo Finance app and subscribe to our morning newsletter, the Morning Brief ⬇️",True,2022-06-30 04:33:55+00:00,Fired Starbucks barista on labor agency move: 'It's exciting to see' https://t.co/Ale94BX30N by @daniromerotv https://t.co/IcTLuKMqSM,,SocialFlow
94,R. Vidal,United States,"Owner & Investor #VGM 
Mets or death!",False,2022-06-30 04:32:28+00:00,@YahooFinance: Bentley charts path forward with new Mulliner line and EV future https://t.co/DNxqnxXLuv by @Pras_S https://t.co/7PjnifJT…,,Twitter for Android
95,#B3AR83B3AST #iBlond3Barbi3 🙋🏻‍♂️👁🅰️Ⓜ️ ℹ️🔱🌐,"Wall Street, Manhattan","🙋🏻‍♂️ 🔱3️⃣❤️‍🔥🅰️ 🙋🏻‍♂️ 👁 🅰️Ⓜ️ ℹ️🔱🌐 #iR3ALTALK

🧠⚙️ #ALaB83BuLL 🧮🐻

▶️🏦 #Bank 💥 🟢 🐻 $FAZ 🎢
▶️🖥#NASDAQ 💥 🟢 🐻 $SQQQ 🎢

🔥 #LatiFronsFund 🔥",False,2022-06-30 04:24:31+00:00,@Alan83bullB: @ALaN83BuLL @Juanz8667 @Chloe4Djt @Denise_Old_Lady @FreeStateFl @cottika @bdonesem @CNBC @Chase @GoldmanSachs @StevenACohe…,,Twitter Web App
96,#B3AR83B3AST #iBlond3Barbi3 🙋🏻‍♂️👁🅰️Ⓜ️ ℹ️🔱🌐,"Wall Street, Manhattan","🙋🏻‍♂️ 🔱3️⃣❤️‍🔥🅰️ 🙋🏻‍♂️ 👁 🅰️Ⓜ️ ℹ️🔱🌐 #iR3ALTALK

🧠⚙️ #ALaB83BuLL 🧮🐻

▶️🏦 #Bank 💥 🟢 🐻 $FAZ 🎢
▶️🖥#NASDAQ 💥 🟢 🐻 $SQQQ 🎢

🔥 #LatiFronsFund 🔥",False,2022-06-30 04:24:26+00:00,@ALaN83BuLL: @Alan83bullB @Juanz8667 @Chloe4Djt @Denise_Old_Lady @FreeStateFl @cottika @bdonesem @CNBC @Chase @GoldmanSachs @StevenACohe…,,Twitter Web App
97,pykevision.lab,,Pyke token is the future of coins for social networks and the use of nft as your avatar and a privacy that only blockchain can grant. A decentralized network,False,2022-06-30 04:24:09+00:00,Marathon Digital says storm knocked out most of its Bitcoin mining rigs in Montana https://t.co/FxiXF2LVqy via @YahooFinance,,Twitter Web App
98,pykevision.lab,,Pyke token is the future of coins for social networks and the use of nft as your avatar and a privacy that only blockchain can grant. A decentralized network,False,2022-06-30 04:23:31+00:00,"North Korea may be behind new $100 million cryptocurrency hack, experts say https://t.co/XZiyyGttyh via @YahooFinance",,Twitter Web App
99,pykevision.lab,,Pyke token is the future of coins for social networks and the use of nft as your avatar and a privacy that only blockchain can grant. A decentralized network,False,2022-06-30 04:22:48+00:00,A Crypto Winter Is Setting In. Why the Outlook Is Different This Time. https://t.co/3BGrCaYAfz via @YahooFinance,,Twitter Web App
100,pykevision.lab,,Pyke token is the future of coins for social networks and the use of nft as your avatar and a privacy that only blockchain can grant. A decentralized network,False,2022-06-30 04:22:17+00:00,Buckle Up: How investors can deal with crypto turbulence https://t.co/TDFYaX2Jpq via @YahooFinance,,Twitter Web App
101,Gmale.eth,"Texas, USA",Web 3 business owner. $ENS member. Texas Realtor and Entrepreneur,False,2022-06-30 04:19:12+00:00,@dr3a_eth @DylanMeador @jgonzales19701 @Yahoo @YahooNews @YahooFinance @YahooEnt @YahooSports @YahooFantasy He’s hella good at it huh 😎💯,,Twitter for iPhone
102,DR3A.ETH,,"Just posting about what I love.
ETH, ENS, &NFTS.

#NFA
#DYOR",False,2022-06-30 04:18:20+00:00,@DylanMeador @jgonzales19701 @lithappyadvent1 @Yahoo @YahooNews @YahooFinance @YahooEnt @YahooSports @YahooFantasy You should become a certified ens Shiller 😎,,Twitter Web App
103,Gmale.eth,"Texas, USA",Web 3 business owner. $ENS member. Texas Realtor and Entrepreneur,False,2022-06-30 04:17:42+00:00,@DylanMeador @jgonzales19701 @Yahoo @YahooNews @YahooFinance @YahooEnt @YahooSports @YahooFantasy Y’all heard the man. Off the market 😎👀💯lol,,Twitter for iPhone
104,satoshi.testaccount.eth {💎dylan.eth} 🦇🔊,LibertyReserve.eth,"★Taking over the internet 1 follower at a time★

💎dylan.userinfo.eth

🪬Collector of OG #Web3 #Domains

ens.moreinfo.eth 🔗👇

https://t.co/MQO9Wcmvfg
$",False,2022-06-30 04:16:53+00:00,"@jgonzales19701 @lithappyadvent1 U know what? Ive changed my mind, email.eth isnt for sale anymore its now up for trade. We want https://t.co/1Ow6ne607I for email.eth @Yahoo @YahooNews @YahooFinance @YahooEnt @YahooSports @YahooFantasy",,Twitter for Android
105,wabi-sabi,"Austin, TX",always learning,False,2022-06-30 04:15:22+00:00,@YahooFinance @alliecanal8193 Aaahhh. The company who bought us into believing that breakfast was the most important meal of the day. We r such suckers.,,Twitter for iPhone
106,R. Vidal,United States,"Owner & Investor #VGM 
Mets or death!",False,2022-06-30 04:15:11+00:00,Sheesh smh https://t.co/LhQvZaDxjc,,Twitter for Android
107,phoenix078,,,False,2022-06-30 04:15:02+00:00,@YahooFinance: Big food shakeup ‘already underway’ amid Kellogg's split — here's who could be next https://t.co/mEWbQZ6TDv by @alliecana…,,Twitter for Android
108,Mike M,"New Hampshire, USA",All around Geek,False,2022-06-30 04:14:54+00:00,@YahooFinance: Big food shakeup ‘already underway’ amid Kellogg's split — here's who could be next https://t.co/mEWbQZ6TDv by @alliecana…,,Twitter for Android
109,Oscar Marcus,gh,Recreational Vehicle Plastics,False,2022-06-30 04:13:30+00:00,"@Grayscale: If our application is approved by the SEC, these firms would enable the simultaneous creations and redemptions inherent to a…",,Twitter Web App
110,Yahoo Finance,"New York, NY","The world’s biggest business news platform: https://t.co/EhQ75nXob3 Get the free Yahoo Finance app and subscribe to our morning newsletter, the Morning Brief ⬇️",True,2022-06-30 04:13:09+00:00,Big food shakeup ‘already underway’ amid Kellogg's split — here's who could be next https://t.co/mEWbQZ6TDv by @alliecanal8193 https://t.co/LXzUFEnKVP,,SocialFlow
111,Dubbsmusic,,,False,2022-06-30 04:08:25+00:00,@YahooFinance @BrianSozzi Shouldn’t have dropped my pillow. Haha,,Twitter for iPhone
112,Ammon Cox,,"Sports, BBQ, Politics, Family",False,2022-06-30 04:04:41+00:00,"@YahooFinance: ""At the end of the day, I think the Supreme Court decision was right,"" @RepKevinBrady says on abortion. ""I think that is…",,Twitter for Android
113,maxnormal,,,False,2022-06-30 04:01:59+00:00,2 Contraceptive Stocks That Could Benefit From Roe v. Wade Reversal https://t.co/TMRfHXr6E2 via @YahooFinance,,Twitter Web App
114,Partridge,Mexico,😃,False,2022-06-30 04:01:45+00:00,funny pic for Yahoo finance https://t.co/qhPktWdkiW,,Twitter Web App
115,Aref nadeem,,Egineer,False,2022-06-30 04:01:29+00:00,"@Alsomiri_Ahmed: Shameful, This is how Egypt GOV defend Prophet Muhammad (pbuh) against Modi Govt insult remarks of prophet Muhammad , a…",,Twitter Web App
116,Brad Gentry,,,False,2022-06-30 04:00:21+00:00,Stanley Cup Final viewership nearly doubles as ESPN hopes to turn new fans into subscribers https://t.co/TXaNk0Zxuh via @YahooFinance,,Twitter Web App
117,moni,"everywhere like such as, and",I bleed purple https://t.co/yfnT7boq61 || https://t.co/lV5bhOri0G,False,2022-06-30 03:55:53+00:00,@edwin_nba: Hey that's a Utah Jazz team plane,,Twitter for iPhone
118,Yahoo Finance,"New York, NY","The world’s biggest business news platform: https://t.co/EhQ75nXob3 Get the free Yahoo Finance app and subscribe to our morning newsletter, the Morning Brief ⬇️",True,2022-06-30 03:51:20+00:00,"Bed Bath &amp; Beyond is 'in the end days' after 'dumpster fire' quarter, analyst says https://t.co/I4evjYNYS6 by @BrianSozzi https://t.co/ZxbanmUQiL",,SocialFlow
119,Doc Holliday,Tombstone,I'm your Huckleberry,False,2022-06-30 03:40:46+00:00,"@237_afroculture @YahooFinance @business @BusinessInsider Water, food, and women.",,Twitter for iPhone
120,Denzel,Midgar Edge,"im 18+ not 8. not investment advice. #rt of information, sometimes i own related #stocks #otc #forex #fintech #spacetech #privateequity #OOTT #natgas📈$IMPP",False,2022-06-30 03:36:04+00:00,@YahooFinance: Powell says 'no guarantee' Fed can avoid a hard landing https://t.co/rgmXYjwWDN by @bcheungz https://t.co/Z5ITiq2Fqz,,Twitter for iPhone
121,SbudaBlade,Ngaapinde Hake Mukomana,"Despises bad leadership. #CCC
Not a model tweeter (be warned).
Resistance to tyranny is a patriotic duty.
Man Utd 💔",False,2022-06-30 03:35:59+00:00,@YahooFinance @LoopCapital Pheeeew those were some bold words re Ryan Cohen and BBBY. Let's see how this one goes.,,Twitter for Android
122,Jebby Joe,,In the land of Sages,False,2022-06-30 03:33:36+00:00,"@yfinanceplus: Warren Buffett’s Berkshire Hathaway upped its stake in $OXY, it now owns 16.3%. #Berkshire is the largest individual shar…",['Berkshire'],Twitter Web App
123,Edwin L,,,False,2022-06-30 03:31:35+00:00,Hey that's a Utah Jazz team plane https://t.co/zu3Tv1ewLf,,Twitter for Android
124,SbudaBlade,Ngaapinde Hake Mukomana,"Despises bad leadership. #CCC
Not a model tweeter (be warned).
Resistance to tyranny is a patriotic duty.
Man Utd 💔",False,2022-06-30 03:30:59+00:00,@YahooFinance: .@LoopCapital Managing Director Anthony Chukumba on $BBBY: “We are looking at a situation in which this company is probab…,,Twitter for Android
125,⍟ 🦄 Wyatt,California,|🦆 wyatts@duck.com /-/ Z3:17 ∝ 🙏 #74 /-/ comedy /-/ writer /-🐅 /-/ §230 legal nerd🧑‍💻/-/ future ca lawyer 💼/-/ i’ve been changing my bio since 1988|,False,2022-06-30 03:30:28+00:00,@YahooFinance @BrianSozzi Word,,Twitter for iPhone
126,Altigreen Propulsion Labs,"Bangalore, India",Altigreen is an engineering-driven company making Cargo Electric Vehicles for the Last Mile Transportation segment.,False,2022-06-30 03:30:00+00:00,"A paid, first-of-its-kind #DriverLess electric #Robotaxi service is now available in San Francisco courtesy of GM's Cruise. For now, restrictions apply on speed, service area, and availability hours.

https://t.co/lxCR5kGVcy

#ElectricVehicles #SustainableMobility @YahooFinance","['DriverLess', 'Robotaxi']",Twitter Web App
127,Ro,"Los Angeles, CA",,False,2022-06-30 03:29:21+00:00,@YahooFinance @BrianSozzi It all makes sense now. On who was pushing the meme stock craze.,,Twitter for iPhone
128,Dr. P.Gurl,North America,"Conservative, Black, WOMAN; Social Science & Education! Lord help me! 🤦🏾‍♀️ Yes, I have the same degree as Jill Biden. If she be can be a Dr. so can I!",False,2022-06-30 03:28:58+00:00,@YahooFinance: $JPM downgrades 26 tech stocks while forecasting a 66% likelihood of a recession within the next two years. https://t.co/…,,Twitter for Android
129,LetThereBeLightMedia,"Fort Worth, TX",This is let there be light media were we are going to be talking the rawness and the truth about the word of God.,False,2022-06-30 03:27:48+00:00,@YahooFinance: Spirit Airlines CEO: JetBlue is being 'childish' with inflammatory rhetoric https://t.co/icvwQcWG4S by @BrianSozzi https:…,,Twitter for iPhone
130,Yahoo Finance,"New York, NY","The world’s biggest business news platform: https://t.co/EhQ75nXob3 Get the free Yahoo Finance app and subscribe to our morning newsletter, the Morning Brief ⬇️",True,2022-06-30 03:24:59+00:00,Spirit Airlines CEO: JetBlue is being 'childish' with inflammatory rhetoric https://t.co/icvwQcWG4S by @BrianSozzi https://t.co/wDa4l89HFC,,SocialFlow
131,wineinfo,Dresden Germany,#wine  #winenews #winelover #Spirits #Cocktails #Food #travel #winelovers #animal,False,2022-06-30 03:17:10+00:00,"MOËT HENNESSY STRENGTHENS ITS GLOBAL PORTFOLIO OF EXCEPTIONAL WINES WITH THE ACQUISITION OF JOSEPH PHELPS VINEYARDS, ONE OF THE MOST RESPECTED AND ACCLAIMED WINE PROPERTIES OF THE NAPA VALLEY IN CALIFORNIA https://t.co/7uYRpktVpc by @YahooFinance https://t.co/Bxl6ovTVOq",,Twitter Web App
132,Aleksandra Huk,,Determined dreamer. A book Addict. Culture Seeker. Entrepreneur. A girl who believes in Crypto,False,2022-06-30 03:12:35+00:00,"@YahooFinance: “There's about 3 billion people who don't have reliable access to banks, pay high prices for admittances, credit, insuran…",,Twitter for iPhone
133,GB,"Woodstock, GA","Sports, finance, and political theory. Presbyterian College & Mizzou",False,2022-06-30 03:10:00+00:00,I too urge the fed to do whatever keeps me from getting burned on a huge short position https://t.co/2duOODDDrQ,,Twitter for iPhone
134,Semp on the Corner,,#SpiritualWar | @OpNewFront | 🕯@ShemsCandle,False,2022-06-30 03:08:27+00:00,"""Next two years"" 🤣 https://t.co/ysoZmL5Kcj",,Twitter for Android
135,SRG,,,False,2022-06-30 03:05:50+00:00,@YahooFinance: $JPM downgrades 26 tech stocks while forecasting a 66% likelihood of a recession within the next two years. https://t.co/…,,Twitter Web App
136,Lucas Morera,Chile,"Magister en Marketing, Ing. Comercial, Lic. en ciencias económicas y administrativas.  Chileno, Wanderino.",False,2022-06-30 03:04:09+00:00,@YahooFinance: Bill Ackman urges Fed to 'act decisively to kill inflation' https://t.co/oJb8124tIz by @alexandraandnyc https://t.co/7C9g…,,Twitter Web App
137,Long Gamma Aurelius,Le Montañas,full time reader - endurance athlete - Commercial RE,False,2022-06-30 03:03:59+00:00,Murder the repo markets instead? https://t.co/PjAbX9ZrWy,,Twitter for iPhone
138,Yahoo Finance,"New York, NY","The world’s biggest business news platform: https://t.co/EhQ75nXob3 Get the free Yahoo Finance app and subscribe to our morning newsletter, the Morning Brief ⬇️",True,2022-06-30 03:02:38+00:00,Bill Ackman urges Fed to 'act decisively to kill inflation' https://t.co/oJb8124tIz by @alexandraandnyc https://t.co/7C9gGq2jAG,,SocialFlow
139,leo loh,,,False,2022-06-30 03:00:47+00:00,@acemaxx: #Fed -- The total amount of household and corporate #cash in checking accounts is about $3 trn higher than pre- #pandemic tren…,"['Fed', 'cash', 'pandemic']",Twitter Web App
140,0xdj3,,chillin,False,2022-06-30 02:58:50+00:00,"@racingsocialnft: ‼️ GREAT NEWS ‼️

We have been featured on @YahooFinance 

Our article about the RSC fund caught a lot of attention, w…",,Twitter for iPhone
141,The Dude (why so serious),"Mesa, AZ",Going to school for Finance= New guy. My Roth is my son's future Xavier Institute for autism. We will see what 50 years compounded will produce.,False,2022-06-30 02:57:08+00:00,@TimmerFidelity @YahooFinance @BrianSozzi @juleshyman @thebradsmith Great read,,Twitter for iPhone
142,Art of eVan,Megrez,"I'm an artist, poet, and philosopher. I'm interested in freedom of expression in all forms of art. Please enjoy my art!",False,2022-06-30 02:52:41+00:00,@YahooFinance: Bed Bath &amp; Beyond CEO ousted as sales collapse 27% https://t.co/azZcVam6e1 by @BrianSozzi https://t.co/9ayq9Beu4L,,Twitter for iPhone
143,Private Suite Network | John Cutler,NJ NYC Philly AC Central NJ,#WorkingClass | Tweets are not Buy/Sell Advice | Do Your Own Research. Trust No Hedge Fund. Take Profits. Don't Be Greedy.,False,2022-06-30 02:49:06+00:00,@YahooFinance: Bentley charts path forward with new Mulliner line and EV future https://t.co/DNxqnxXLuv by @Pras_S https://t.co/7PjnifJT…,,Twitter Web App
144,The Reckoning 💥,,On Truth Social @sethjlevy Mitch McConnell’s tyranny must end!,False,2022-06-30 02:48:35+00:00,@YahooFinance: $JPM downgrades 26 tech stocks while forecasting a 66% likelihood of a recession within the next two years. https://t.co/…,,Twitter for iPhone
145,Ir. Benny Dwika Leonanda,"PADANG,INDONESIA","""I have a solution. Now what is your problem ? ""

Insinyur
STRI No.:2.09.17.1.2.00000338
Dosen Universitas Andalas",False,2022-06-30 02:47:51+00:00,@saraht6581: Powell says 'no guarantee' Fed can avoid hard landing https://t.co/pWUkc33goK via @YahooFinance,,Twitter Web App
146,Ir. Benny Dwika Leonanda,"PADANG,INDONESIA","""I have a solution. Now what is your problem ? ""

Insinyur
STRI No.:2.09.17.1.2.00000338
Dosen Universitas Andalas",False,2022-06-30 02:47:40+00:00,@saraht6581: Powell says 'no guarantee' Fed can avoid hard landing https://t.co/pWUkc33goK via @YahooFinance //,,Twitter Web App
