,user_name,user_location,user_description,user_verified,date,text,hashtags,source
283,Crooked Delight 😈👿🧠🫀🫁🦷🦴💾,East Coast USA,"XBLive & PSO2 NGS Sh-1 Scylla 'A Devils Reject' 
I post screenshots, memes. 
Long time Troma Fan
Xbox Ambassador also.",False,2022-06-28 23:29:57+00:00,"@FrackoffF and @Yahoo @YahooNews @YahooEnt @JamesGunn @prattprattpratt 

Check your news accuracy Yahoo and others.

https://t.co/xCUBsGhyVz

Just a few words from GOTG director himself.

Can we put this to bed just because Thor 4 is coming?",,Twitter for Android
284,"🐝 Yours, Immortally 2022 🐝","Columbus, OH","Author of Yours, Immortally (9/9/2022) //29//cosplayer//witch//author//he/they// +18 plus NO MINORS PLS icon by @goryscribbles",False,2022-06-28 23:29:50+00:00,"@YahooEnt Damn, I wanted him to cry about it.",,Twitter for iPhone
285,Félix Saparelli,"Whangārei, Aotearoa","Currently: slow sourdough, relentless rust, some sewing, thrifty 3D printing. Speaks: 🇳🇿 🇫🇷 🦀. Small at @LockedFelix. they/them, but see blog.",False,2022-06-28 23:29:35+00:00,@YahooEnt Bold move to have the worst James defend the worst Chris,,Twitter for Android
286,bad with names,,"30 | ADHD | he/they | Forgets to write. Loves the pastoral and the sylvan, without being weird about it y’know. Pfp @mlyeko, header @ArtsyFoxo",False,2022-06-28 23:26:39+00:00,I don’t understand why this is newsworthy. Pratt has the money and resources to shield himself from social media that a lot of people don’t. https://t.co/gj2mKUhL5X,,Twitter for iPhone
287,bad with names,,"30 | ADHD | he/they | Forgets to write. Loves the pastoral and the sylvan, without being weird about it y’know. Pfp @mlyeko, header @ArtsyFoxo",False,2022-06-28 23:24:52+00:00,"@YahooEnt Maybe he should work on that.
https://t.co/T9kPifuQo5",,Twitter for iPhone
288,Yahoo Entertainment,New York and LA,Be in the know and in the now with pop culture and celeb stories you can't live without.,True,2022-06-28 23:22:46+00:00,Samuel L. Jackson slams ‘Uncle Clarence’ Thomas for hypocrisy on interracial marriage https://t.co/tbF9V3vjay https://t.co/PF8BOCqQUT,,SocialFlow
289,John M Bennett,"Prescott, AZ","If you're obviously intelligent and engaged in evil, let's go. If you're obviously limited, I'll strive to remain civil.

Still freaking DOJ is cool with coup",False,2022-06-28 23:21:56+00:00,"@YahooEnt Must be incredibly challenging to be Chris Pratt.

Like, as you walk through your mansion to the pool after spending an hour with your trainer in your gym, anticipating your chef prepared meal you're forced to read mean things on the internet that totally mess up your vibe.

🤗🙄",,Twitter Web App
290,Rodney 💚🌹☯,,"insane(ly smart) 

This account is for entertainment purposes only.

https://t.co/bjOXEcs8KW
https://t.co/LI6Ka4MWO0",False,2022-06-28 23:16:22+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter for Android
291,Paragon_4376,Somewhere in the Orion Arm,I exist in a constant state of exhaustion and fear | She/Her | Trans Woman | 23 | #BlackLivesMatter,False,2022-06-28 23:11:34+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter for iPhone
292,wendolen,Western States Pact,"☂️☂️☂️ autistic, spoonie, Social Justice Druid. demigirl: she/her. 💖💜💙",False,2022-06-28 23:10:28+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter Web App
293,Follow Back Pro-Big Light (FBPBL) 🇵🇸,,A Left winger that reads the news.,False,2022-06-28 23:09:07+00:00,"Not bothered enough support LGBT+ rights though eh Chris?

(Pretty great that online criticism at least caused a bit of pain for the extremely rich man though). https://t.co/r7DQW75Oc0",,Twitter Web App
294,𝗔𝗫𝗘𝗟 𝗟𝗬𝗖𝗔𝗡,"California, USA","Artist, Leftist, Botanist, Host of @barkingpoints, & Mercurial Burnout Furry.【he/him/they】【🎨: @AxelLycanArt】【 日本語もOK】♍️",False,2022-06-28 23:08:58+00:00,"Good. I hope he feels bad, in general. https://t.co/Uk7u96iZL3",,Twitter Web App
295,Majestic Gizmo,"Los Angeles, CA",I'm a Winona in a world full of Gwyneths.,False,2022-06-28 23:08:36+00:00,Lmfao THATS why https://t.co/LMzroMrJyZ https://t.co/P0vh20a9tR,,Twitter for Android
296,riverdaughter #ReclaimTheGenderQueerFlag 💜🤍💚,X-roads of white coded & angry,"Archaeo-Conservator🏺Hot Queer Mess🏳️‍🌈 survivor💪 bruja🔮 powered by plants🌱Latine🇲🇽 ASD, ADHD🧠 Disabled♿️ #blacklivesmatter🏳️‍⚧️ non-binary they/elle",False,2022-06-28 23:06:56+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter for iPhone
297,Jamster Archeologist,,I just retweet stuff mostly about comics and cartoons every now and again. Probably the only dude on here who cares about Wildstorm Pronouns: He/Him. 23,False,2022-06-28 23:06:17+00:00,@Nymphomachy: Bro you followed Dan Crenshaw and a bunch of alt-right goons on Twitter.,,Twitter Web App
298,Relentlessly They 💛🐶💜🖤,New York,"Sometimes ARTS, sometimes BARKS! I tweet space stuff too. ✡️ 🏳️‍🌈 They/them. Fursuit built by me, pfp by @Starhound_.",False,2022-06-28 23:03:11+00:00,It’s not that it’s out of reach either. It is possible to be a better Chris. https://t.co/jUV0NSDTJq,,Twitter for iPhone
299,MayorOfIacon,West London,INT(sometimes F)J/Enneagram Type 1/Hufflepuff/Horned Serpent/Neutral Good https://t.co/RZdUcUqScA,False,2022-06-28 23:02:21+00:00,"@the_moviebob: I mean... this is a LITTLE whiny, but I'd have a *tiny* chip on my shoulder if EVERYONE had been taking bets on when I'd…",,Twitter for iPhone
